,codigo_municipio,ano,dado_identificador,valor,tipo_dado
3612,2103901,2015,PIB TOTAL,56055000.0,float
3619,2104008,2015,PIB TOTAL,119781000.0,float
3626,2104057,2015,PIB TOTAL,686504000.0,float
3633,2104073,2015,PIB TOTAL,82182000.0,float
3640,2104081,2015,PIB TOTAL,46982000.0,float
3647,2104099,2015,PIB TOTAL,113576000.0,float
3654,2104107,2015,PIB TOTAL,125562000.0,float
3661,2104206,2015,PIB TOTAL,89291000.0,float
3668,2104305,2015,PIB TOTAL,122213000.0,float
3675,2104404,2015,PIB TOTAL,107551000.0,float
3682,2104503,2015,PIB TOTAL,64251000.0,float
3689,2104552,2015,PIB TOTAL,272121000.0,float
3696,2104602,2015,PIB TOTAL,88280000.0,float
3703,2104628,2015,PIB TOTAL,44583000.0,float
3710,2104651,2015,PIB TOTAL,52381000.0,float
3717,2104677,2015,PIB TOTAL,168186000.0,float
3724,2104701,2015,PIB TOTAL,36882000.0,float
3731,2104800,2015,PIB TOTAL,530213000.0,float
3738,2104909,2015,PIB TOTAL,62826000.0,float
3745,2105005,2015,PIB TOTAL,119233000.0,float
3752,2105104,2015,PIB TOTAL,118202000.0,float
3759,2105153,2015,PIB TOTAL,122983000.0,float
3766,2105203,2015,PIB TOTAL,71854000.0,float
3773,2105302,2015,PIB TOTAL,6010806000.0,float
3780,2105351,2015,PIB TOTAL,64866000.0,float
3787,2105401,2015,PIB TOTAL,482128000.0,float
3794,2105427,2015,PIB TOTAL,230848000.0,float
3801,2105450,2015,PIB TOTAL,48820000.0,float
3808,2105476,2015,PIB TOTAL,80687000.0,float
3815,2105500,2015,PIB TOTAL,179947000.0,float
3822,2105609,2015,PIB TOTAL,81379000.0,float
3829,2105658,2015,PIB TOTAL,33135000.0,float
3836,2105708,2015,PIB TOTAL,325781000.0,float
3843,2105807,2015,PIB TOTAL,56901000.0,float
3850,2105906,2015,PIB TOTAL,88235000.0,float
3857,2105922,2015,PIB TOTAL,61006000.0,float
3864,2105948,2015,PIB TOTAL,59923000.0,float
3871,2105963,2015,PIB TOTAL,71234000.0,float
3878,2105989,2015,PIB TOTAL,53484000.0,float
3885,2106003,2015,PIB TOTAL,156075000.0,float
3892,2106102,2015,PIB TOTAL,154107000.0,float
3899,2106201,2015,PIB TOTAL,33374000.0,float
3906,2106300,2015,PIB TOTAL,94846000.0,float
3913,2106326,2015,PIB TOTAL,136500000.0,float
3920,2106359,2015,PIB TOTAL,47346000.0,float
3927,2106375,2015,PIB TOTAL,81647000.0,float
3934,2106409,2015,PIB TOTAL,103640000.0,float
3941,2106508,2015,PIB TOTAL,129416000.0,float
3948,2106607,2015,PIB TOTAL,151744000.0,float
3955,2106631,2015,PIB TOTAL,68371000.0,float
3962,2106672,2015,PIB TOTAL,43703000.0,float
3969,2106706,2015,PIB TOTAL,156196000.0,float
3976,2106755,2015,PIB TOTAL,462700000.0,float
3983,2106805,2015,PIB TOTAL,77271000.0,float
3990,2106904,2015,PIB TOTAL,168448000.0,float
3997,2107001,2015,PIB TOTAL,53958000.0,float
4004,2107100,2015,PIB TOTAL,96239000.0,float
4011,2107209,2015,PIB TOTAL,53316000.0,float
4018,2107258,2015,PIB TOTAL,49458000.0,float
4025,2107308,2015,PIB TOTAL,31025000.0,float
4032,2107357,2015,PIB TOTAL,121396000.0,float
4039,2107407,2015,PIB TOTAL,129896000.0,float
4046,2107456,2015,PIB TOTAL,75958000.0,float
4053,2107506,2015,PIB TOTAL,715408000.0,float
4060,2107605,2015,PIB TOTAL,108542000.0,float
4067,2107704,2015,PIB TOTAL,130239000.0,float
4074,2107803,2015,PIB TOTAL,195684000.0,float
4081,2107902,2015,PIB TOTAL,109500000.0,float
4088,2108009,2015,PIB TOTAL,161158000.0,float
4095,2108058,2015,PIB TOTAL,73739000.0,float
4102,2108108,2015,PIB TOTAL,134938000.0,float
4109,2108207,2015,PIB TOTAL,426639000.0,float
4116,2108256,2015,PIB TOTAL,124442000.0,float
4123,2108306,2015,PIB TOTAL,153678000.0,float
4130,2108405,2015,PIB TOTAL,64421000.0,float
4137,2108454,2015,PIB TOTAL,142182000.0,float
4144,2108504,2015,PIB TOTAL,372214000.0,float
4151,2108603,2015,PIB TOTAL,680963000.0,float
4158,2108702,2015,PIB TOTAL,135501000.0,float
4165,2108801,2015,PIB TOTAL,92782000.0,float
4172,2108900,2015,PIB TOTAL,118846000.0,float
4179,2109007,2015,PIB TOTAL,426117000.0,float
4186,2109056,2015,PIB TOTAL,33940000.0,float
4193,2109106,2015,PIB TOTAL,452610000.0,float
4200,2109205,2015,PIB TOTAL,81490000.0,float
4207,2109239,2015,PIB TOTAL,40755000.0,float
4214,2109270,2015,PIB TOTAL,125989000.0,float
4221,2109304,2015,PIB TOTAL,55083000.0,float
4228,2109403,2015,PIB TOTAL,68025000.0,float
4235,2109452,2015,PIB TOTAL,179273000.0,float
4242,2109502,2015,PIB TOTAL,267004000.0,float
4249,2109551,2015,PIB TOTAL,66202000.0,float
4256,2109601,2015,PIB TOTAL,276763000.0,float
4263,2109700,2015,PIB TOTAL,217161000.0,float
4270,2109759,2015,PIB TOTAL,40179000.0,float
4277,2109809,2015,PIB TOTAL,222823000.0,float
4284,2109908,2015,PIB TOTAL,1142442000.0,float
4291,2110005,2015,PIB TOTAL,466994000.0,float
4298,2110039,2015,PIB TOTAL,210468000.0,float
4305,2110104,2015,PIB TOTAL,149720000.0,float
4312,2110203,2015,PIB TOTAL,240548000.0,float
4319,2110237,2015,PIB TOTAL,51743000.0,float
4326,2110278,2015,PIB TOTAL,65783000.0,float
4333,2110302,2015,PIB TOTAL,921936000.0,float
4340,2110401,2015,PIB TOTAL,88553000.0,float
4347,2110500,2015,PIB TOTAL,228873000.0,float
4354,2110609,2015,PIB TOTAL,230061000.0,float
4361,2110658,2015,PIB TOTAL,155677000.0,float
4368,2110708,2015,PIB TOTAL,267462000.0,float
4375,2110807,2015,PIB TOTAL,36323000.0,float
4382,2110856,2015,PIB TOTAL,84776000.0,float
4389,2110906,2015,PIB TOTAL,58795000.0,float
4396,2111003,2015,PIB TOTAL,102406000.0,float
4403,2111029,2015,PIB TOTAL,83392000.0,float
4410,2111052,2015,PIB TOTAL,108561000.0,float
4417,2111078,2015,PIB TOTAL,79645000.0,float
4424,2111102,2015,PIB TOTAL,222105000.0,float
4431,2111201,2015,PIB TOTAL,1712555000.0,float
4438,2111250,2015,PIB TOTAL,42025000.0,float
4445,2111300,2015,PIB TOTAL,26798107000.0,float
4452,2111409,2015,PIB TOTAL,134251000.0,float
4459,2111508,2015,PIB TOTAL,264211000.0,float
4466,2111532,2015,PIB TOTAL,76059000.0,float
4473,2111573,2015,PIB TOTAL,46755000.0,float
4480,2111607,2015,PIB TOTAL,352517000.0,float
4487,2111631,2015,PIB TOTAL,32047000.0,float
4494,2111672,2015,PIB TOTAL,34346000.0,float
4501,2111706,2015,PIB TOTAL,114836000.0,float
4508,2111722,2015,PIB TOTAL,57617000.0,float
4515,2111748,2015,PIB TOTAL,58882000.0,float
4522,2111763,2015,PIB TOTAL,124350000.0,float
4529,2111789,2015,PIB TOTAL,55541000.0,float
4536,2111805,2015,PIB TOTAL,117132000.0,float
4543,2111904,2015,PIB TOTAL,65303000.0,float
4550,2111953,2015,PIB TOTAL,35082000.0,float
4557,2112001,2015,PIB TOTAL,725163000.0,float
4564,2112100,2015,PIB TOTAL,125579000.0,float
4571,2112209,2015,PIB TOTAL,1340155000.0,float
4578,2112233,2015,PIB TOTAL,147005000.0,float
4585,2112274,2015,PIB TOTAL,37214000.0,float
4592,2112308,2015,PIB TOTAL,249474000.0,float
4599,2112407,2015,PIB TOTAL,253073000.0,float
4606,2112456,2015,PIB TOTAL,130669000.0,float
4613,2112506,2015,PIB TOTAL,320974000.0,float
4620,2112605,2015,PIB TOTAL,144365000.0,float
4627,2112704,2015,PIB TOTAL,266645000.0,float
4634,2112803,2015,PIB TOTAL,350885000.0,float
4641,2112852,2015,PIB TOTAL,90852000.0,float
4648,2112902,2015,PIB TOTAL,280310000.0,float
4655,2113009,2015,PIB TOTAL,197841000.0,float
4662,2114007,2015,PIB TOTAL,352275000.0,float
4669,2200053,2015,PIB TOTAL,41232000.0,float
4676,2200103,2015,PIB TOTAL,28595000.0,float
4683,2200202,2015,PIB TOTAL,153600000.0,float
4690,2200251,2015,PIB TOTAL,45142000.0,float
4697,2200277,2015,PIB TOTAL,31921000.0,float
4704,2200301,2015,PIB TOTAL,80266000.0,float
4711,2200400,2015,PIB TOTAL,301871000.0,float
4718,2200459,2015,PIB TOTAL,59401000.0,float
4725,2200509,2015,PIB TOTAL,115459000.0,float
4732,2200608,2015,PIB TOTAL,46636000.0,float
4739,2200707,2015,PIB TOTAL,61666000.0,float
4746,2200806,2015,PIB TOTAL,52216000.0,float
4753,2200905,2015,PIB TOTAL,40363000.0,float
4760,2200954,2015,PIB TOTAL,15389000.0,float
4767,2201002,2015,PIB TOTAL,27615000.0,float
4774,2201051,2015,PIB TOTAL,40443000.0,float
4781,2201101,2015,PIB TOTAL,64253000.0,float
4788,2201150,2015,PIB TOTAL,559741000.0,float
4795,2201176,2015,PIB TOTAL,26182000.0,float
4802,2201200,2015,PIB TOTAL,305949000.0,float
4809,2201309,2015,PIB TOTAL,21600000.0,float
4816,2201408,2015,PIB TOTAL,55348000.0,float
4823,2201507,2015,PIB TOTAL,149878000.0,float
4830,2201556,2015,PIB TOTAL,28816000.0,float
4837,2201572,2015,PIB TOTAL,23263000.0,float
4844,2201606,2015,PIB TOTAL,56545000.0,float
4851,2201705,2015,PIB TOTAL,43610000.0,float
4858,2201739,2015,PIB TOTAL,37858000.0,float
4865,2201770,2015,PIB TOTAL,36735000.0,float
4872,2201804,2015,PIB TOTAL,32921000.0,float
4879,2201903,2015,PIB TOTAL,645002000.0,float
4886,2201919,2015,PIB TOTAL,34667000.0,float
4893,2201929,2015,PIB TOTAL,31390000.0,float
4900,2201945,2015,PIB TOTAL,34808000.0,float
4907,2201960,2015,PIB TOTAL,42837000.0,float
4914,2201988,2015,PIB TOTAL,27689000.0,float
4921,2202000,2015,PIB TOTAL,134746000.0,float
4928,2202026,2015,PIB TOTAL,43296000.0,float
4935,2202059,2015,PIB TOTAL,51235000.0,float
4942,2202075,2015,PIB TOTAL,21680000.0,float
4949,2202083,2015,PIB TOTAL,65895000.0,float
4956,2202091,2015,PIB TOTAL,50876000.0,float
4963,2202109,2015,PIB TOTAL,36644000.0,float
4970,2202117,2015,PIB TOTAL,29024000.0,float
4977,2202133,2015,PIB TOTAL,46321000.0,float
4984,2202174,2015,PIB TOTAL,35680000.0,float
4991,2202208,2015,PIB TOTAL,461048000.0,float
4998,2202251,2015,PIB TOTAL,26675000.0,float
5005,2202307,2015,PIB TOTAL,180621000.0,float
5012,2202406,2015,PIB TOTAL,63986000.0,float
5019,2202455,2015,PIB TOTAL,24893000.0,float
5026,2202505,2015,PIB TOTAL,67306000.0,float
5033,2202539,2015,PIB TOTAL,37110000.0,float
5040,2202554,2015,PIB TOTAL,30203000.0,float
5047,2202604,2015,PIB TOTAL,134473000.0,float
5054,2202653,2015,PIB TOTAL,36875000.0,float
5061,2202703,2015,PIB TOTAL,170117000.0,float
5068,2202711,2015,PIB TOTAL,31388000.0,float
5075,2202729,2015,PIB TOTAL,36067000.0,float
5082,2202737,2015,PIB TOTAL,23642000.0,float
5089,2202752,2015,PIB TOTAL,42732000.0,float
5096,2202778,2015,PIB TOTAL,48308000.0,float
5103,2202802,2015,PIB TOTAL,34080000.0,float
5110,2202851,2015,PIB TOTAL,27873000.0,float
5117,2202901,2015,PIB TOTAL,274827000.0,float
5124,2203008,2015,PIB TOTAL,47129000.0,float
5131,2203107,2015,PIB TOTAL,81929000.0,float
5138,2203206,2015,PIB TOTAL,79413000.0,float
5145,2203230,2015,PIB TOTAL,125260000.0,float
5152,2203255,2015,PIB TOTAL,22213000.0,float
5159,2203271,2015,PIB TOTAL,29980000.0,float
5166,2203305,2015,PIB TOTAL,130390000.0,float
5173,2203354,2015,PIB TOTAL,35158000.0,float
5180,2203404,2015,PIB TOTAL,61115000.0,float
5187,2203420,2015,PIB TOTAL,26784000.0,float
5194,2203453,2015,PIB TOTAL,49614000.0,float
5201,2203503,2015,PIB TOTAL,108043000.0,float
5208,2203602,2015,PIB TOTAL,36828000.0,float
5215,2203701,2015,PIB TOTAL,289597000.0,float
5222,2203750,2015,PIB TOTAL,25267000.0,float
5229,2203800,2015,PIB TOTAL,31903000.0,float
5236,2203859,2015,PIB TOTAL,17161000.0,float
5243,2203909,2015,PIB TOTAL,919600000.0,float
5250,2204006,2015,PIB TOTAL,31605000.0,float
5257,2204105,2015,PIB TOTAL,32771000.0,float
5264,2204154,2015,PIB TOTAL,19018000.0,float
5271,2204204,2015,PIB TOTAL,57247000.0,float
5278,2204303,2015,PIB TOTAL,179371000.0,float
5285,2204352,2015,PIB TOTAL,41728000.0,float
5292,2204402,2015,PIB TOTAL,177906000.0,float
5299,2204501,2015,PIB TOTAL,254564000.0,float
5306,2204550,2015,PIB TOTAL,28906000.0,float
5313,2204600,2015,PIB TOTAL,24073000.0,float
5320,2204659,2015,PIB TOTAL,60412000.0,float
5327,2204709,2015,PIB TOTAL,101962000.0,float
5334,2204808,2015,PIB TOTAL,59910000.0,float
5341,2204907,2015,PIB TOTAL,46019000.0,float
5348,2205003,2015,PIB TOTAL,65220000.0,float
5355,2205102,2015,PIB TOTAL,92186000.0,float
5362,2205151,2015,PIB TOTAL,38385000.0,float
5369,2205201,2015,PIB TOTAL,129899000.0,float
5376,2205250,2015,PIB TOTAL,25265000.0,float
5383,2205276,2015,PIB TOTAL,32528000.0,float
5390,2205300,2015,PIB TOTAL,44178000.0,float
5397,2205359,2015,PIB TOTAL,19869000.0,float
5404,2205409,2015,PIB TOTAL,78422000.0,float
5411,2205458,2015,PIB TOTAL,28975000.0,float
5418,2205508,2015,PIB TOTAL,274111000.0,float
5425,2205516,2015,PIB TOTAL,35675000.0,float
5432,2205524,2015,PIB TOTAL,35792000.0,float
5439,2205532,2015,PIB TOTAL,29446000.0,float
5446,2205540,2015,PIB TOTAL,17150000.0,float
5453,2205557,2015,PIB TOTAL,48782000.0,float
5460,2205565,2015,PIB TOTAL,30377000.0,float
5467,2205573,2015,PIB TOTAL,34595000.0,float
5474,2205581,2015,PIB TOTAL,34334000.0,float
5481,2205599,2015,PIB TOTAL,30937000.0,float
5488,2205607,2015,PIB TOTAL,79016000.0,float
5495,2205706,2015,PIB TOTAL,234571000.0,float
5502,2205805,2015,PIB TOTAL,168751000.0,float
5509,2205854,2015,PIB TOTAL,42176000.0,float
5516,2205904,2015,PIB TOTAL,35894000.0,float
5523,2205953,2015,PIB TOTAL,59218000.0,float
5530,2206001,2015,PIB TOTAL,34258000.0,float
5537,2206050,2015,PIB TOTAL,32469000.0,float
5544,2206100,2015,PIB TOTAL,67754000.0,float
5551,2206209,2015,PIB TOTAL,183018000.0,float
5558,2206308,2015,PIB TOTAL,11501000.0,float
5565,2206357,2015,PIB TOTAL,36310000.0,float
5572,2206407,2015,PIB TOTAL,83528000.0,float
5579,2206506,2015,PIB TOTAL,46146000.0,float
5586,2206605,2015,PIB TOTAL,127966000.0,float
5593,2206654,2015,PIB TOTAL,25015000.0,float
5600,2206670,2015,PIB TOTAL,37650000.0,float
5607,2206696,2015,PIB TOTAL,50202000.0,float
5614,2206704,2015,PIB TOTAL,41594000.0,float
5621,2206720,2015,PIB TOTAL,64522000.0,float
5628,2206753,2015,PIB TOTAL,28653000.0,float
5635,2206803,2015,PIB TOTAL,51627000.0,float
5642,2206902,2015,PIB TOTAL,38267000.0,float
5649,2206951,2015,PIB TOTAL,20430000.0,float
5656,2207009,2015,PIB TOTAL,332971000.0,float
5663,2207108,2015,PIB TOTAL,16273000.0,float
5670,2207207,2015,PIB TOTAL,46528000.0,float
5677,2207306,2015,PIB TOTAL,31565000.0,float
5684,2207355,2015,PIB TOTAL,22368000.0,float
5691,2207405,2015,PIB TOTAL,61902000.0,float
5698,2207504,2015,PIB TOTAL,80015000.0,float
5705,2207553,2015,PIB TOTAL,23974000.0,float
5712,2207603,2015,PIB TOTAL,70713000.0,float
5719,2207702,2015,PIB TOTAL,1796195000.0,float
5726,2207751,2015,PIB TOTAL,34560000.0,float
5733,2207777,2015,PIB TOTAL,38746000.0,float
5740,2207793,2015,PIB TOTAL,20370000.0,float
5747,2207801,2015,PIB TOTAL,170394000.0,float
5754,2207850,2015,PIB TOTAL,21931000.0,float
5761,2207900,2015,PIB TOTAL,261114000.0,float
5768,2207934,2015,PIB TOTAL,17872000.0,float
5775,2207959,2015,PIB TOTAL,28603000.0,float
5782,2208007,2015,PIB TOTAL,1234349000.0,float
5789,2208106,2015,PIB TOTAL,67446000.0,float
5796,2208205,2015,PIB TOTAL,130720000.0,float
5803,2208304,2015,PIB TOTAL,221106000.0,float
5810,2208403,2015,PIB TOTAL,584212000.0,float
5817,2208502,2015,PIB TOTAL,73255000.0,float
5824,2208551,2015,PIB TOTAL,19962000.0,float
5831,2208601,2015,PIB TOTAL,19244000.0,float
5838,2208650,2015,PIB TOTAL,57679000.0,float
5845,2208700,2015,PIB TOTAL,59238000.0,float
5852,2208809,2015,PIB TOTAL,134724000.0,float
5859,2208858,2015,PIB TOTAL,30778000.0,float
5866,2208874,2015,PIB TOTAL,23866000.0,float
5873,2208908,2015,PIB TOTAL,245324000.0,float
5880,2209005,2015,PIB TOTAL,40154000.0,float
5887,2209104,2015,PIB TOTAL,41326000.0,float
5894,2209153,2015,PIB TOTAL,28090000.0,float
5901,2209203,2015,PIB TOTAL,203591000.0,float
5908,2209302,2015,PIB TOTAL,36862000.0,float
5915,2209351,2015,PIB TOTAL,28239000.0,float
5922,2209377,2015,PIB TOTAL,31148000.0,float
5929,2209401,2015,PIB TOTAL,42388000.0,float
5936,2209450,2015,PIB TOTAL,12066000.0,float
5943,2209500,2015,PIB TOTAL,24143000.0,float
5950,2209559,2015,PIB TOTAL,26714000.0,float
5957,2209609,2015,PIB TOTAL,21128000.0,float
5964,2209658,2015,PIB TOTAL,35440000.0,float
5971,2209708,2015,PIB TOTAL,42378000.0,float
5978,2209757,2015,PIB TOTAL,25378000.0,float
5985,2209807,2015,PIB TOTAL,27919000.0,float
5992,2209856,2015,PIB TOTAL,27295000.0,float
5999,2209872,2015,PIB TOTAL,37426000.0,float
6006,2209906,2015,PIB TOTAL,40360000.0,float
6013,2209955,2015,PIB TOTAL,24493000.0,float
6020,2209971,2015,PIB TOTAL,39602000.0,float
6027,2210003,2015,PIB TOTAL,168692000.0,float
6034,2210052,2015,PIB TOTAL,38237000.0,float
6041,2210102,2015,PIB TOTAL,28237000.0,float
6048,2210201,2015,PIB TOTAL,44614000.0,float
6055,2210300,2015,PIB TOTAL,37428000.0,float
6062,2210359,2015,PIB TOTAL,27400000.0,float
6069,2210375,2015,PIB TOTAL,14694000.0,float
6076,2210383,2015,PIB TOTAL,16719000.0,float
6083,2210391,2015,PIB TOTAL,19367000.0,float
6090,2210409,2015,PIB TOTAL,104301000.0,float
6097,2210508,2015,PIB TOTAL,99647000.0,float
6104,2210607,2015,PIB TOTAL,354324000.0,float
6111,2210623,2015,PIB TOTAL,31060000.0,float
6118,2210631,2015,PIB TOTAL,69007000.0,float
6125,2210656,2015,PIB TOTAL,51512000.0,float
6132,2210706,2015,PIB TOTAL,98081000.0,float
6139,2210805,2015,PIB TOTAL,115324000.0,float
6146,2210904,2015,PIB TOTAL,26446000.0,float
6153,2210938,2015,PIB TOTAL,49046000.0,float
6160,2210953,2015,PIB TOTAL,19400000.0,float
6167,2210979,2015,PIB TOTAL,20634000.0,float
6174,2211001,2015,PIB TOTAL,17637197000.0,float
6181,2211100,2015,PIB TOTAL,300514000.0,float
6188,2211209,2015,PIB TOTAL,1026284000.0,float
6195,2211308,2015,PIB TOTAL,185160000.0,float
6202,2211357,2015,PIB TOTAL,28674000.0,float
6209,2211407,2015,PIB TOTAL,26136000.0,float
6216,2211506,2015,PIB TOTAL,19262000.0,float
6223,2211605,2015,PIB TOTAL,24298000.0,float
6230,2211704,2015,PIB TOTAL,25783000.0,float
6237,2300101,2015,PIB TOTAL,66037000.0,float
6244,2300150,2015,PIB TOTAL,118734000.0,float
6251,2300200,2015,PIB TOTAL,551031000.0,float
6258,2300309,2015,PIB TOTAL,348629000.0,float
6265,2300408,2015,PIB TOTAL,106085000.0,float
6272,2300507,2015,PIB TOTAL,59306000.0,float
6279,2300606,2015,PIB TOTAL,43730000.0,float
6286,2300705,2015,PIB TOTAL,129449000.0,float
6293,2300754,2015,PIB TOTAL,318742000.0,float
6300,2300804,2015,PIB TOTAL,47877000.0,float
6307,2300903,2015,PIB TOTAL,86910000.0,float
6314,2301000,2015,PIB TOTAL,1828068000.0,float
6321,2301109,2015,PIB TOTAL,1162571000.0,float
6328,2301208,2015,PIB TOTAL,175639000.0,float
6335,2301257,2015,PIB TOTAL,60571000.0,float
6342,2301307,2015,PIB TOTAL,150348000.0,float
6349,2301406,2015,PIB TOTAL,83743000.0,float
6356,2301505,2015,PIB TOTAL,46165000.0,float
6363,2301604,2015,PIB TOTAL,160025000.0,float
6370,2301703,2015,PIB TOTAL,169293000.0,float
6377,2301802,2015,PIB TOTAL,39911000.0,float
6384,2301851,2015,PIB TOTAL,135281000.0,float
6391,2301901,2015,PIB TOTAL,707853000.0,float
6398,2301950,2015,PIB TOTAL,135582000.0,float
6405,2302008,2015,PIB TOTAL,149082000.0,float
6412,2302057,2015,PIB TOTAL,96717000.0,float
6419,2302107,2015,PIB TOTAL,327536000.0,float
6426,2302206,2015,PIB TOTAL,621283000.0,float
6433,2302305,2015,PIB TOTAL,187225000.0,float
6440,2302404,2015,PIB TOTAL,345382000.0,float
6447,2302503,2015,PIB TOTAL,593572000.0,float
6454,2302602,2015,PIB TOTAL,545101000.0,float
6461,2302701,2015,PIB TOTAL,199437000.0,float
6468,2302800,2015,PIB TOTAL,615599000.0,float
6475,2302909,2015,PIB TOTAL,110870000.0,float
6482,2303006,2015,PIB TOTAL,111431000.0,float
6489,2303105,2015,PIB TOTAL,110727000.0,float
6496,2303204,2015,PIB TOTAL,156561000.0,float
6503,2303303,2015,PIB TOTAL,104195000.0,float
6510,2303402,2015,PIB TOTAL,96758000.0,float
6517,2303501,2015,PIB TOTAL,822905000.0,float
6524,2303600,2015,PIB TOTAL,98351000.0,float
6531,2303659,2015,PIB TOTAL,76508000.0,float
6538,2303709,2015,PIB TOTAL,5743008000.0,float
6545,2303808,2015,PIB TOTAL,171302000.0,float
6552,2303907,2015,PIB TOTAL,75915000.0,float
6559,2303931,2015,PIB TOTAL,71054000.0,float
6566,2303956,2015,PIB TOTAL,132403000.0,float
6573,2304004,2015,PIB TOTAL,127735000.0,float
6580,2304103,2015,PIB TOTAL,627712000.0,float
6587,2304202,2015,PIB TOTAL,1419884000.0,float
6594,2304236,2015,PIB TOTAL,100814000.0,float
6601,2304251,2015,PIB TOTAL,172982000.0,float
6608,2304269,2015,PIB TOTAL,60004000.0,float
6615,2304277,2015,PIB TOTAL,46033000.0,float
6622,2304285,2015,PIB TOTAL,2724213000.0,float
6629,2304301,2015,PIB TOTAL,137169000.0,float
6636,2304350,2015,PIB TOTAL,151763000.0,float
6643,2304400,2015,PIB TOTAL,57211200000.0,float
6650,2304459,2015,PIB TOTAL,141535000.0,float
6657,2304509,2015,PIB TOTAL,190628000.0,float
6664,2304608,2015,PIB TOTAL,45660000.0,float
6671,2304657,2015,PIB TOTAL,81956000.0,float
6678,2304707,2015,PIB TOTAL,324554000.0,float
6685,2304806,2015,PIB TOTAL,30297000.0,float
6692,2304905,2015,PIB TOTAL,67260000.0,float
6699,2304954,2015,PIB TOTAL,161180000.0,float
6706,2305001,2015,PIB TOTAL,325966000.0,float
6713,2305100,2015,PIB TOTAL,50563000.0,float
6720,2305209,2015,PIB TOTAL,124095000.0,float
6727,2305233,2015,PIB TOTAL,1287176000.0,float
6734,2305266,2015,PIB TOTAL,75499000.0,float
6741,2305308,2015,PIB TOTAL,162278000.0,float
6748,2305332,2015,PIB TOTAL,83077000.0,float
6755,2305357,2015,PIB TOTAL,228665000.0,float
6762,2305407,2015,PIB TOTAL,562942000.0,float
6769,2305506,2015,PIB TOTAL,1360229000.0,float
6776,2305605,2015,PIB TOTAL,195207000.0,float
6783,2305654,2015,PIB TOTAL,63780000.0,float
6790,2305704,2015,PIB TOTAL,82031000.0,float
6797,2305803,2015,PIB TOTAL,315015000.0,float
6804,2305902,2015,PIB TOTAL,210201000.0,float
6811,2306009,2015,PIB TOTAL,119625000.0,float
6818,2306108,2015,PIB TOTAL,148674000.0,float
6825,2306207,2015,PIB TOTAL,57522000.0,float
6832,2306256,2015,PIB TOTAL,575677000.0,float
6839,2306306,2015,PIB TOTAL,497620000.0,float
6846,2306405,2015,PIB TOTAL,1191433000.0,float
6853,2306504,2015,PIB TOTAL,112505000.0,float
6860,2306553,2015,PIB TOTAL,396508000.0,float
6867,2306603,2015,PIB TOTAL,114214000.0,float
6874,2306702,2015,PIB TOTAL,136631000.0,float
6881,2306801,2015,PIB TOTAL,140831000.0,float
6888,2306900,2015,PIB TOTAL,485151000.0,float
6895,2307007,2015,PIB TOTAL,396821000.0,float
6902,2307106,2015,PIB TOTAL,174486000.0,float
6909,2307205,2015,PIB TOTAL,75985000.0,float
6916,2307254,2015,PIB TOTAL,216640000.0,float
